433_3378,"American Malt Liquor"
106_4619,"American Malt Liquor"
29_131539,"American Malt Liquor"
435_45719,"American Malt Liquor"
447_3962,"American Malt Liquor"
435_45298,"American Malt Liquor"
12351_43639,"American Malt Liquor"
20481_50748,"American Malt Liquor"
beer_id,style
140_276,"American Pale Ale (APA)"
26_64228,"American Pale Ale (APA)"
2681_6518,"American Pale Ale (APA)"
26_39,"American Pale Ale (APA)"
63_195,"American Pale Ale (APA)"
73_225,"American Pale Ale (APA)"
273_751,"American Pale Ale (APA)"
18006_48582,"American Pale Ale (APA)"
147_87,"American Pale Ale (APA)"
1199_4073,"American Pale Ale (APA)"
20681_78906,"American Pale Ale (APA)"
23222_72170,"American Pale Ale (APA)"
345_66281,"American Pale Ale (APA)"
68_1213,"American Pale Ale (APA)"
20681_51512,"American Pale Ale (APA)"
63_55564,"American Pale Ale (APA)"
26_1158,"American Pale Ale (APA)"
590_56738,"American Pale Ale (APA)"
579_5753,"American Pale Ale (APA)"
22511_57886,"American Pale Ale (APA)"
130_6590,"American Pale Ale (APA)"
2372_5948,"American Pale Ale (APA)"
220_44896,"American Pale Ale (APA)"
2210_5643,"American Pale Ale (APA)"
158_26233,"American Pale Ale (APA)"
3818_20536,"American Pale Ale (APA)"
694_2619,"American Pale Ale (APA)"
140_127722,"American Pale Ale (APA)"
141_186,"American Pale Ale (APA)"
3818_86647,"American Pale Ale (APA)"
287_1206,"/beer/profile/287/1206/"
63_26395,"American Pale Ale (APA)"
3120_58610,"American Pale Ale (APA)"
192_77480,"American Pale Ale (APA)"
26_91358,"American Pale Ale (APA)"
17981_88404,"American Pale Ale (APA)"
863_77648,"American Pale Ale (APA)"
8_46767,"American Pale Ale (APA)"
423_2094,"American Pale Ale (APA)"
1146_105399,"American Pale Ale (APA)"
26817_74467,"American Pale Ale (APA)"
16333_78937,"American Pale Ale (APA)"
418_66154,"American Pale Ale (APA)"
583_36290,"American Pale Ale (APA)"
143_77723,"American Pale Ale (APA)"
13837_30679,"American Pale Ale (APA)"
1146_114532,"American Pale Ale (APA)"
267_50241,"American Pale Ale (APA)"
450_3714,"American Pale Ale (APA)"
26_110744,"American Pale Ale (APA)"
beer_id,style
579_5328,"American Pale Lager"
26520_71820,"American Pale Lager"
292_1249,"/beer/profile/292/1249/"
35_88429,"American Pale Lager"
140_127725,"American Pale Lager"
192_79373,"American Pale Lager"
379_1053,"American Pale Lager"
5316_23713,"American Pale Lager"
29_7313,"American Pale Lager"
590_6228,"American Pale Lager"
28_90090,"American Pale Lager"
143_47465,"American Pale Lager"
143_1075,"American Pale Lager"
287_33245,"/beer/profile/287/33245/"
91_266,"American Pale Lager"
96_111476,"American Pale Lager"
119_110546,"American Pale Lager"
209_130301,"American Pale Lager"
26520_77450,"American Pale Lager"
68_80221,"American Pale Lager"
433_1313,"American Pale Lager"
182_588,"American Pale Lager"
30_60838,"American Pale Lager"
8_91718,"American Pale Lager"
719_5040,"American Pale Lager"
27114_43149,"American Pale Lager"
730_2189,"American Pale Lager"
143_91804,"American Pale Lager"
423_43590,"American Pale Lager"
368_50877,"American Pale Lager"
18371_51239,"American Pale Lager"
27696_92178,"American Pale Lager"
16206_41605,"American Pale Lager"
8_80236,"American Pale Lager"
923_5335,"American Pale Lager"
287_58981,"/beer/profile/287/58981/"
3_9,"American Pale Lager"
22433_16431,"American Pale Lager"
156_2709,"American Pale Lager"
435_51855,"American Pale Lager"
22893_71254,"American Pale Lager"
81_15804,"American Pale Lager"
9629_97349,"American Pale Lager"
26520_118407,"American Pale Lager"
1344_5539,"American Pale Lager"
18564_70239,"American Pale Lager"
19241_52046,"American Pale Lager"
415_23485,"American Pale Lager"
91_1673,"American Pale Lager"
143_69430,"American Pale Lager"
beer_id,style
220_49789,"American Pale Wheat Ale"
287_1094,"/beer/profile/287/1094/"
26_9478,"American Pale Wheat Ale"
35_103,"American Pale Wheat Ale"
1146_17141,"American Pale Wheat Ale"
423_1260,"American Pale Wheat Ale"
96_28536,"American Pale Wheat Ale"
423_65113,"American Pale Wheat Ale"
98_318,"American Pale Wheat Ale"
3818_17497,"American Pale Wheat Ale"
28_2550,"American Pale Wheat Ale"
192_110447,"American Pale Wheat Ale"
35_52633,"American Pale Wheat Ale"
579_36594,"American Pale Wheat Ale"
306_70089,"American Pale Wheat Ale"
306_80193,"American Pale Wheat Ale"
192_1911,"American Pale Wheat Ale"
130_17819,"American Pale Wheat Ale"
31987_96436,"American Pale Wheat Ale"
751_38636,"American Pale Wheat Ale"
141_22357,"American Pale Wheat Ale"
3818_48978,"American Pale Wheat Ale"
306_36692,"American Pale Wheat Ale"
96_292,"American Pale Wheat Ale"
112_407,"American Pale Wheat Ale"
2137_5754,"American Pale Wheat Ale"
2210_57242,"American Pale Wheat Ale"
139_287,"American Pale Wheat Ale"
454_1834,"American Pale Wheat Ale"
18006_81814,"American Pale Wheat Ale"
267_736,"American Pale Wheat Ale"
29_77972,"American Pale Wheat Ale"
30128_86333,"American Pale Wheat Ale"
306_65085,"American Pale Wheat Ale"
15280_42959,"American Pale Wheat Ale"
651_36476,"American Pale Wheat Ale"
156_116,"American Pale Wheat Ale"
16057_60682,"American Pale Wheat Ale"
99_36028,"American Pale Wheat Ale"
27870_82803,"American Pale Wheat Ale"
99_23155,"American Pale Wheat Ale"
16333_67634,"American Pale Wheat Ale"
2137_109010,"American Pale Wheat Ale"
786_42441,"American Pale Wheat Ale"
741_50649,"/beer/profile/741/50649/"
119_66899,"American Pale Wheat Ale"
392_125655,"American Pale Wheat Ale"
13884_58999,"American Pale Wheat Ale"
368_25717,"American Pale Wheat Ale"
10990_38927,"American Pale Wheat Ale"
beer_id,style
1199_7348,"American Porter"
73_226,"American Porter"
199_48505,"American Porter"
63_198,"American Porter"
147_90,"American Porter"
2137_27800,"American Porter"
140_279,"American Porter"
28_61,"American Porter"
132_353,"American Porter"
287_1287,"/beer/profile/287/1287/"
141_622,"American Porter"
147_38446,"American Porter"
35_20564,"American Porter"
26_7438,"American Porter"
22511_61062,"American Porter"
16057_37795,"American Porter"
1924_88269,"American Porter"
